11	 9308 8295 200 8912 13185 8946 1253 10174 1431 4636 3203 4636 376 11401 5161 11472 6889 7000 11028 8681 5789 1935 7765 6644 2419 7034 8295 5802 13885 8302 1676 10216 8295 8331 7783 1936 11806 10134 6572 8296 12889 3182 376 12782 5408 2649 2198 4639 7093 7925 8912 1983 1510 7824 1515 2915 8311 3083 8535 8295 1977 1984 10260 8302 4869 11434 12633 11036 3985 11944 8421 2649 8295 3207 8754 12562 8335 13141 9362 7925 12423 11464 10255 3413 1733 9543 8302 11430 8295 8296 4959 12562 3331
12	 8532 10257 10102 6174 12782 9312 7091 10674 2683 4636 3090 7387 4629 8332 1793 6931 1733 11976 1734 3791 9977 6430 5082 2349 201 1734 4613 11976 11065 13744 2840 10539 11386 2202 8331 2685 2683 10536 12922 4614 9312 12922 7267 11806 10623 8335 4641 10622 3808 8674 5086 8914 2685 4914 6966 8632 3389 7906 3092 8963 13279 991 9674 2840 8893 4636 4613 2685 11976 10926 8560 9550 522 154 2399 4824 11976 4407 9739 6103 1733 4642 9541 1734 2685 11760 9193 12629 2685 7906 6013 8674 12757 11975 8674 8912 7774 12315 10339 9541 9644 2399 12896 6103 11490 11472 1412 3047 4245 7906 13123 7906 2350 11430 10622 5516 9979 5918 1541 7906
13	 1031 12757 7906 12148 13141 9005 7906 4752 8910 8295 3723 5457 4865 203 13740 3762 2814 7338 13351 2201 10988 13794 634 10533 10110 7136 3763 11462 641 12240 11276 10324 7138 11176 6890 5248 10533 8992 4639 8532 7823 4107 7033 7138 664 12943 9751 13740 149 4307 6292 7336 12074 9751 9180 6293 11472 9825 2259 13352 6724 5901 9180 13279 3171 13740 13142 9752 5634 158 11511 6287 13741 6018 5903 7136 2254 12074 9751 13141 11276 6959 2567 12757 7138 5972 2198 13352 8728 7138 3138 8405 2259 8880 13279 9751 12757 4636 3762 9180 4971
14	 8728 8027 1494 12524 11557 652 881 12665 8295 9734 4673 8295 9732 1515 3195 508 2244 8640 13876 8295 9734 6254 11677 7570 13084 8443 652 336 12665 8302 1675 3762 9732 12250 12704 8753 8302 8302 4965 10642 5361 10566 10237 4965 8828
15	 8302 4006 6967 9180 5521 2567 3702 11464 4608 9400 11097 4353 4006 12820 4608 760 979 10102 2395 4922 8784 11472 11276 12820 13744 11477 13871 10364 2411 13406 6935 8296 6966 9180 6174 3613 2415 2168 7228 3215 3528 2660 13364 3272 6966 5238 10984 13426 6959 3444 8291 8882 10551 9166 13295 5760 2525 13990 10800
16	 10269 7754 11537 10622 12373 11511 6393 4641 5918 163 4922 7906 8280 10962 2354 7721 11608 9111 3139 5937 11137 4698 2327 2356 1625 5521 7277 2355 3186 10805 11972 1653 1007 12223 140 11430 11472 7273 5967 2356 4659 40 8280 13143 9799 7273 4058 163 4965 9663 140 7273 3319 7273 4937 13012 9075 3772 1817 4108 11976 5992 11493 6174 4922 4922 11976 9311 8807 10364
17	 9075 7906 10217 11276 10423 508 4341 13426 4671 6891 2573 1088 180 7147 2673 4475 13617 12003 8332 3111 8332 12426 11386 9639 8332 2573 889 10217 1403 8894 2573 8976 12887 4019 206 6103 10134 11493 508 13474 11427 1151
18	 13474 5620 1675 12194 2992 8295 2064 2951 6174 6174 11493 12003 5083 12665 7542 1980 9308 11718 7007 7336 10364 1969 6174 2064 12672 8335 3033 10105 8112 641 10077 8295 4162 13282 6500 13474 6174 4185 5192 4162 1977 6174 1980 6174 3503 5620 13022 5991 13474 2980 12298 4162 10835 7336 2413 5620 2413 7447 3720 13474 6889 4718 11276 9894 11761 8879 4846 7673 2663 10550 5620 5620 7543 3084 13503 2059
19	 4409 817 11137 6174 817 8532 5992 12665 11871 1400 1586 7208 13542 8302 209 13295 10446 817 4668 10677 12003 12872 846 4965 7673 12117 913 4123 817 3033 6684 11248 817 12872 13387 10305 11546 1306 7673 7006 13200 6684 6174 7673 1403 7102 6684 4067 7006 10898 2292 5311 8532 4641
20	 5789 11832 11394 11832 13863 4698 9996 12757 1283 1733 5628 4696 9180 3758 6216 7241 1974 9725 581 8253 4426 12757 5564 1733 7912 473 2779 1675 12757 8296 4341 4636 7241 5789 7912 6086 7093 10775 12567 8253 9541 9067 5527 7673 11947 12638 12429 10928 4320 7906 971
21	 13871 3249 7875 6825 1705 11209 7147 3941 12375 5990 5466 10460 5434 6297 10622 13646 4824 3279 9094 10364 12565 9301 1824 2840 5580 1058 5580 3249 9094 200 7875 9193 10128 9757 10587 2066 6174 12757 6156 4698 1669 9321 4662 9750 9825 4641 6175 12426 1821 10652 4555 5192 4191 8302 7273 8195 8445 611 10654 6910 1936 10622 12704 13871 3311 12154 2900 7923 4922 11561 9934 10108 3956 5994
22	 9432 508 10059 9039 4390 7906 3851 5521 2500 817 9437 3433 3433 3379 4717 1823 3871 5590 5521 9541 11885 2610 11276 6174 10552 13351 1490 10108 9541 4209 6522 7673 2915 7091 7619 10653 7839 913 12228 3119 12665 7812 3378
23	 5924 11276 3395 4337 13740 632 7281 1253 8233 8295 9094 6929 12429 9432 4869 2915 4261 6889 13413 12922 12669 13841 7102 2853 2178 3848 6889 13511 12922 12922 5742
24	 13795 1571 7119 12484 7906 9734 2620 11603 3593 978 3533 7828 8700 9304 7277 168 12559 5319 4320 9180 2417 4098 7336 6657 7338 6130 7827 13445 7906 11901 8421 12065 8421 12426 7348 1359 7915 11901 11901 1268 4006 3226 9179 4641 7193 8042 8020 12662 2253 8296 11383 2234 5521 11128 7111 4714 2294 12429 13795 3314 11901 13282 8532 9734 2474 13582 11124 1874 9728 3554 12940 8296 7867 6136 11718 10051 7006 5080 2142 6083
25	 12006 12217 11669 10550 8784 9644 2343 4216 7611 8197 952 4668 7673 9437 6873 5832 1014 7673 5343 11901 1611 12757 9793 1926 12001 8296 952 10284 1926 4216 11557 10204 3656 9862 4717 3747 12001 10423 1301 9725 3656 6205 12147 9738 5993 11248 3009 4959 460 13184
26	 1019 2620 8421 555 150 5345 13511 12629 1733 11096 12240 1734 7530 11441 13605 8322 4286 8302 1040 13815 8976 8893 3920 1734 7252 11599 11879 10108 2539 5620 4993 4422 8674 11386 9420 11426 7503 5305 3377 7630 9656 2649 8674 978 2663 49 8241 8610 6828 11426 6130 12076 8674 7635 8588 2201 6174 11430
27	 2315 9746 3455 10156 11895 10933 965 14002 7673 8302 5066 8991 8295 12665 10235 2553 5179 8030 8532 356 12393 2774 7033 12749 5789 2613 1765 13871 12789 4636 4671 9746 9061 12782 1431 804 4636 6742 4973 7912 12757 5789 7615 2794 9304 12110 6634 9656 2683 7906 5192 6175 12601 5519 7668 7384 11660 2550 9156 12068 2550 8302 751 11718 5752 1585 168 6656 2550 2550 12498 5527 5519 13282 8331 12172 9894 8982 7906 10870 9831 5789
28	 10610 3770 13461 1739 10530 5760 10618 10653 8997 13354 514 9750 9082 4805 13965 7111 10173 13456 3327 3427 965 5307 10528 8806 12614 6275 3947 10962 4937 3798 5918 2550 4043 9075 2695 13474 4855 631 2021 4556 336 2393 12465 13474 56 431 149 5441 10420 13877 12429 4986 12638 12465 4937 7909 9748 9182
29	 8532 2417 9756 11472 3139 8302 2669 13421 12218 4698 9756 9541 3791 1675 10535 2788 4089 3953 7253 10174 1393 6911 2289 9755 12926 11612 6400 13785 12848 2788 13072 7252 2668 4699 5083 8335 2668 7115 2417 4698 12199 13069 8282 3798 12426 200 194 9541 4089 2669 645 2411 9543 10342 12945 13037 8784 11464 4699 7115 122 6987 10774
30	 6174 12527 1627 3272 5620 13196 11464 1889 4098 12240 8295 9652 5319 8893 9831 13871 11386 4472 2570 1397 3932 4971 11464 9816 10283 12601 4247 4233 8827 6103 198 9831 2289 2522 1675 1425 10926 7348 11434 10015 6966
31	 4003 1734 12464 9377 1905 12767 5664 1740 12601 4107 8418 8296 12629 4841 1140 6617 376 9750 7668 1905 13353 7382 13545 11276 8331 77 12034 9158 379 13544 9094 8231 11276 7006 7668 13401 11430 13744 7138 8256 8784 4762 2869 4199 7093 4424 7673
32	 8813 11944 9735 4316 10464 4108 12757 10242 12757 11918 13959 6297 11740 6216 913 2757 9179 7087 12429 9481 3702 9097 10654 647 3723 6174 1100 7917 1147 1734 5380 2869 9673 6687 7912 10926 7336 8285 12088 10111 6174 9830 12951 9642 1627 7792
33	 13544 7615 10304 13282 11383 7573 7528 9504 12947 11485 10454 6386 8302 11426 13744 10931 13740 13279 5289 3315 7087 8295 6959 3355 9219 6388 7091 11036 4092 12922 11702 8532 8784 10168 12565 11718 6387 8784 11718 7094 6387 3302 2413 9180 2478 3314 12704 11293 3356 4671 13279 4108 2445 10673 8828 11036 8784 6934 10536 2343 9732 9180 2620
34	 13295 6271 13508 4629 5474 12250 7585 3164 13295 11137 3772 8754 3874 4191 4078 376 6966 631 1969 13901 40 5043 6430 4098 12112 9825 1773 7079 2522 5184 11897 9727 13804 12350 10982 3092 4922 12634 11718 5414 8754 4195 12757
35	 7111 10127 13461 11211 1574 6174 6442 1207 7800 10329 12076 3142 12896 6322 8296 511 7241 8295 6322 8912 13815 524 1019 6130 1734 1733 10326 13235 12270 7241 12608 9936 6130 6103 9617 1009 11209 12497 524 10928 9644 4632 684 9165 11511 9352 1733 2037 3455 9695 6086 4841 5066 2549 9082 6174 10308 617 9180 3979 6902 12398 12397 12896 8674 13871 3111 4286 12114 6037 2460 6216 11464 2184 6045 10874 1700 7267 6174 13235 2915 13550 4258 1694 7267 7267 13253 8532 2915 11829 9097 9732 6934 823 1541 11760 5551 9079 7543 9644 6103 4964 7267 7906 2818 12704 10456 160 10622 4717 3100 8309 7906 2945 9097 714 160 1694 4571 7241 4359 12254 10928 11973 473 11559 2564 6042 3100 2107 13265 6430 9078 12576 3953 3001 4846 10570 2683 555 7867 12673 1539 7267 6130 6914 11608 4758 11466 7912 8959 2278 2841 1541 11493 10623 10618 6130 2818 6628 4373 1009 2040 9732 9750 6086 13143 8912 4077 7225 3377 1516 163 2107 9067 6934 6174 6966 1739 158 814 12397 9352 4090 2818 1734 508 12397 11097 9352 8532 488 13460 5734 1845 1541 4698 11864 12975 2818 8633 1521 7267 4698 11973 612 10041 12593 6934 6297
36	 800 6287 12665 2078 10528 3976 2178 4316 4415 4993 6103 10218 6103 5743 9509 9504 8532 12074 685 8991 9725 11493 10102 13869 8252 13476 2059 8912 11511 2697 10555 3503 13295 5162 1793 7713 2049 9816 8941 6962 12872 5149 3871 7552 2410 1692 2241 4514 3226 5248 2517 3314 6174 826 9370 1173 464 3214 11176 5080 4233 12187 3690 3027 13265 3384 10528 11557 8893 3164 13474 1797 9509 6103 5372 6889 4162 8302 8009 6966 11480 2197 821 7906 7619 5993 3503 2059 6079 691 7445 3356 13474
37	 5080 10137 11314 9818 4162 8197 11464 1631 8421 6174 4641 11386 1675 3791 7371 3520 158 5223 13836 2415 13744 11669 1014 9437 13279 11975 11386 11386 5079 11240 6508 11276 7102 1014 7644 11612 9056 5223 11279 5307 11314 7833 2775 2930 13807 13476 7726 2344 3361
38	 13474 13578 383 5846 6372 7033 12629 5512 2417 7252 9071 11383 1599 9735 7615 5305 13474 2063 13282 9945 7253 9738 11612 13279 11171 11897 4636 9509 8199 3976 7931 7252 3172 5512 473 12576 9738 3173 684 8047 635 10933 13295 1793 978 8295 4092 5512 4162 7389 9663 12704 2700 13578 163 3172 11235 731 7102 12757 13578 5004 5521 10255 10257 3278 4778 12704 12518 2078 13795 9067 9320 9825 6954
39	 11681 2550 2005 1733 6175 2683 7438 6428 11897 585 3413 8331 9653 9821 3102 11222 4965 2005 5832 5170 4614 5090 2155 7371 8016 6130 1009 6617 11268 8030 7639 5091 12074 229 3702 1586 4777 12429 4614 2550 6175 654 11222 9086 12887 11582 1431 7084 2108 11222 9550 11897 9094 6519 12028 8030 1733 9094 1586 8030 429 13701 2153 189 13482 6175 9830 8302 5091 229 6163 7376 4614 1351 1215 6174 10651 2550 8030 8241
40	 3249 8302 9084 7673 376 9835 487 8302 11218 7673 10255 8827 9084 7673 4249 2550 12757 5898 5047 10261 10922 253 8017 7631 8618 9065 4636 11209 7939 12426 8047 6291 12003 12002 8893 11897 6966 7252 4824 4641 8748 4874 6174 3173 9358 4569 1124 376 9709 6966 8784 9959 1014 7937 11137 4093 2295 9067 4707 7252 736 376 1812 10236 4569 8748 1718 2858 11387 12922 7006 13537 6984 3735 8302 11864 8296 10205 10254 12003
41	 12283 9825 744 8893 2968 4636 9835 9169 1981 3584 9825 13426 4824 9178 12820 1014 438 4841 8893 6934 6934 2573 11429 12848 13023 1980 12757 9739 1014 2915 4824 4162 9873 4191 5192 7079 1616 8876 2913 12922 10551 12529 10366 1980 11718 4824 11434 12820 2915 12922 4493 4636 4162 12283 9825 12228 9750 10366 8586 1014 9739 13744 4841 8615 12732 13744 12782 9437 12222 673 5182 13744 10131 8532 3314 4636 5686 2758 10364 2361 12918 5404 13200 2968 3433 13357 8295 3341 11383 7382 10366 11387 11897 6934 6934
42	 3690 5170 1224 6889 11096 13623 10121 3325 7543 101 5153 493 11677 8447 4107 1922 3791 13026 4997 4636 7102 8976 6392 4006 12498 5620 8295 2343 9732 5903 493 11782
43	 6373 5990 7213 2293 555 9790 8335 11976 11718 1151 10622 554 12089 3050 9193 9644 10220 12894 2618 4651 6441 5440 7154 11669 4706 9311 4798 11440 4651 508 8829 12426 3378 3131 4824 318 10662 1276 7725 7188 12891 13587 6103 11124 8135 5879 4966 10263 695 10364 163 7434 13692 4182 1936 4636 4666 6428 6103 3965 2184 524 6024 11810 10662
44	 8331 376 321 3092 6275 5373 12003 5726 3138 11733 4965 12196 2223 4092 2198 2660 1627 13744 6984 12006 952 11248 7384 11430 1627 978 6113 2915 1427 12003 469 1657 6174 4162 9433 3302 6113 9759 8532 9678 9097 12757 7512 3528 7912 11430 6934 8302 8295 1301 11511 4107 13896 11353 10205 8784 2417 5166 13190 13869 13476 10674 1627 12674 8784 6777 6889 3060 9015 379 5359 4855 10216 657 1255 5560 4626 4626 2660 12003 1675 12426 11677 3690 1889 11557 496 7668 13896 4341 5620 6013 12295 1627 4790 657 4092 9094 10164 12003 11247 13414 4058 5991 4848 12601 13476 5819
45	 9431 2413 2792 6205 2474 5288 4552 1896 11276 8893 11633 1108 6777 11018 13481 3788 6514 11885 12534 7828 11276 8295 2915 10596 10123 4872 2792 10984 1936 10595 13200 5224 4122 8426 8295 12374 2718 12067 6142 2649 493 2126 4758 10641 5852 1092 1326 1019 5966 5272 9131 2695 9639 1276 8748 5629 5735 3418 11633 321 4320 7486 12295 11889 3874 8295 2253 3948 8700 1109 12315
46	 6373 13474 9504 10164 8916 6966 3932 6909 4369 3803 1627 10819 10269 7668 2954 11902 6889 3384 7273 9361 11020 11901 11464 11927 2774 13351 6113 11927 8302 158 13499 1627 6966 8295 6388 7725 4833 6136 7912 4776 906 7925 1627 3393 12757 7591 11020 8295 379 657 10102 9750 6966 6009 5918 9926 1813 11927 7306 7543 3195 11235 10131 6288 3701 10102 6891 9725 4234 8295 6430 6966 3226 11897 13141 5523 9961 2825 8296 10674 6962 3720 7570 5846 8295 3433 9231 3851 12757 518 9743
47	 9097 8302 11276 5400 9750 4971 2968 11276 2460 12381 6174 3229 4636 6967 5912 7277 11260 12757 102 5192 12873 9094 9478 4641 8335 653 11036 9532 6936 9746 6934 6341 1527 376 12315 9437 6174 8302 1800 8532 101 13426 1882 10654 9593 11613 9193 16 12316 9734 9628 6934 13968 9734 2943 13815 8302 198 9541 7026 12757 5075 8302 9745 1301 12381 10564 6962 4885 5404 916 11236 9594 12761 8445 12316 8541 4848 11947 5512 8302 9738 13426 7273 12464 6175 11260 5066 6297 4093 6934 11879 10204 10121 6174 7570 12761 5272 8302 6175 487 11260 9738 9455 10198 508 2330 4971 13204 11760 11846 9594 6830 5465 650 2915 5512 6962
48	 5017 13518 6037 9830 11521 7619 10566 11258 2465 1601 4614 8335 6037 12675 6103 592 11268 11612 3315 9830 10222 12854 8331 1734 9526 3281 10622 12856 10257 9312 2318 1734 9550 4869 8809 978 9683 9650 8809 5521 12742 12675 10221 553 12742 1812 3528
49	 964 4921 6987 7449 11897 7684 1970 11036 40 13400 2427 7445 6313 4185 6987 8074 2168 5440 9509 4450 4909 13426 11897 11041 1969 10051 3782 10623 10420 12027 2006 9526 11738 232 10181 4629 1431 1096 3858 2315 2500 3315 1431 4741 13547 2370 4444 1431 4869 12757 11901 12114 3854 1431 11441
50	 10558 7906 4636 4092 4092 11668 11285 10898 9987 7620 8295 4123 13426 9656 4965 7721 1483 10704 11034 2037 2523 11494 9540 195 3031 7906 5832 630 2254 8104 9389 8295 8536 11285 12757 13426 11276 5223 9700 2005 7207 4965 7725 5440 4108 3113 8541 2114 3721 10426 6136 8784 2199 12493 3318 3723 9735 11285 13474 5223 7623 2150 9084 7721 10428 8770 8223 13515 10551 12217 3217 12958 6014 7721 8617 4528 8732 11472 5760 1571 4865 3356 3493 7721 6555 12429 9732 6174 5852 5832 10933 10427 12483 11494 10518 8763 672 3871 12757 1001 4092 13582 12761 12429 9701 2297 5742 2289 10216 9991 11668 3373 11546 11302 4423 2194 8497 12429 8763
51	 7923 9724 8253 12853 2275 11313 11718 11897 7707 11276 11547 6239 11898 11181 11313 9747 9094 5161 7266 3454 1739 5111 10272 12601 9504 376 9698 160 10380 3028 7568 10477 4869 9504 9698 11137 3612 3028 8893 11472 9755 3465 8191 9842 9757 11668 634 7615 11718 163 6093 4961 6103 6914 2998 7445 4188 3975 11276 11718 7707 11901 1065 11209 5742 473 6093 12398 7091 11183 5470 3119 11738 2475 6103 13698 9432 8763 9673 6914 3791 9725 6275 3905 10366 9996 7006 5504 12039 6174 8763 6174 6093 9432 7111 2417 7569 5083 9437 10364 10053 3314 11599 9432 7445 8532 13426 8295 4636 6093 1739 6786 9097 7384 10457 7906
52	 12240 12280 2528 10204 4636 11464 13476 189 150 2066 11855 3113 1103 12295 1627 11879 7102 11897 10345 12757 1291 1231 11984 7543 11485 1650 3065 13877 13357 12003 12947 13871 7507 4636 8588 6828 1586 12150 8845 2915 5620 7887 11897 12465 12945 11897 1103 11464 5346 817 9759 1397 12074 11102 11855 10345 12429 8302 2915 1884 493
53	 3004 3172 6253 4191 11148 9072 12074 13744 760 13460 9760 11247 6174 6908 5066 8285 11483 2411 2550 8893 8291 321 8285 3384 10705 6934 477 9825 9760 9487 3302 11248 12426 1934 5903 6962 2344 8285 6275 4641 5903 6174 2553 13121 13121 6907 11947 8285 8285 11387 7338 3528 11480 12920 8893 6966 6319 8893 5066 652 5754 5616 8094 12562 9184 6934 12426 4641 13282 4824 5904 10819 5305 2288 2502 7585 2148 228 11480 9760 150 693 7006 10555 1809 10926 10013 12439 11480 321 13184 1460 11472 10389 4698 151 5548 12426 7585 13579 2867 13282 3965 9594 16
54	 5373 4555 2942 1977 2178 493 8725 7360 12056 8532 2915 9673 7348 4641 4433 3747 12003 2294 3190 3874 12757 189 5527 3342 1867 2915 9084 2415 3226 493 691 2241 4555 3186 5598 2868 1301 2417 9443 2014 7823 9750 4433 1575 7511 7511 11612 1301 4237 9342 2413 13476 12374 13871 13444 1571 6221 5373 7182 7513 3250 1867 7262 1626 8893 5527 2567 9067 5901 9773 8295 11697
55	 8784 8331 13474 11858 7543 1102 11472 2013 7668 8335 2349 7673 1100 11863 4961 13195 2417 2371 9437 917 8335 4636 2359 6200 11386 2539 7252 2371 6291 1824 13445 11386 12665 4600 11429 1444 3455 1100 2413 11386 5318 12426 7668 7523 3057 12757 2370 1102 10653 8295 11809 12757 3057 7543 5834 9303 4671 3057 6175 5918 10886 95 12757 6136 3721 11733 4671 3466 5456 13517 10654 7905 1100 8291 2071 2012 11897 11842 2198 2417 12372 8532 5248
56	 6507 8335 3615 8233 6174 6509 9792 8302 5931 13836 3796 5072 9094 8335 8302 9417 8497 1959 12407 10653 56 10430 8951 2575 8751 2244 8335 8296 5092 8335 11761 8335 5620 4187 10112 9835 6065 12429 2086 11944 8893 6934 10294 11467 2289 1427 6507 4012 11771 9417 7673 12757 11511 11430 3027 12117 2573 11209 12806 11897 11137 7838 3831 6507 8893 12217 12757 9067 101 5620 206 6934 2548 4337 5112 8893 8295 9712 2445
57	 825 5846 4641 6934 13585 10326 6061 7906 2370 9308 3330 5380 163 11947 12849 160 11672 4010 5868 10821 11761 4629 13585 13177 4555 6962 6175 6619 3383 964 8144 7435 10869 7615 6617 8131 10102 6967 1782 6742 13106 13828 6397 13536 12398 3332 8894 13585 9732 6276 13900 13579 6392 4695 4080 11901 2417 11901 8563 12710 7448 9705 336 7921 8558 155 13871 11097 967 7585 4971 11897 6617 13585 644 6175 256 11260 11760 3774 6747 6430 10528 10495 13585 2078 2222 13397 150 2417 11846 13279 13282 9504 10533 13282 9480 1152 11386 3727 6617 5043 10477 4505 13279 2866 9094 1274 13295 6617 6959 11836 3772 3239 13617 12426 168 4971 5178
58	 12429 742 12171 8197 12930 7789 4193 4108 9996 12234 12415 6175 4965 11279 8680 508 326 3195 10462 6892 7748 11668 4965 2768 4113 6889 13545 711 12429 10174 1403 3031 3584 4113 823 4110 4349 10650 13072 9437 9874 11011 9867 13141 8586 12657 11858 7323 10319 9437 12074 3585 13968 2349 2297 7673 7545 4108 8296 3027 4113 321 632 3204 10629 10319 4247 913
59	 1867 5298 8894 1255 13625 1733 2168 5029 10364 3139 9874 11897 1867 10597 1874 9773 2840 12677 8302 1868 4456 493 6174 2417 8335 9746 13266 641 11897 8728 2411 3050 1797 1393 7765 1255 13603 12374 10622 2359 13143 7543 4569 1510 12398 7713 5527 10551 7241 12398 8471 9735 1092 1616 11501 1797 7673 12398 8893 13871 1096 3860 11386 8296 7759 9873 11467 1249 12956 3330
60	 735 5735 3043 13744 10533 1328 3892 1301 735 1255 13236 6234 11356 2298 8295 11762 4824 11660 7642 10174 10683 13807 11426 13740 10936 13744 715 4965 13603 5587 258 7796 8302 12398 12296 163 1868 5620 10327 6136 1347 12429 1301 493 9934 7680 5161 7690 2288 5620 11511 2552 10128 1934 10369 11897 12255 5162 10204 11621 2288 12426 3112 3727 12629 8295 9078 3528 13740 11664 11632 3342 12426 3661 1515 12177 6130 12704 4569 10204 8302 12704 11807 12872 6912 5676 7961 5273 6293 10651 1331 13351 9755 194 1347 12429 13740 8302
61	 7193 12389 1733 2721 9180 5170 7183 1255 5043 6103 11901 1969 3735 7673 6136 11434 8295 11039 9097 2241 4548 5903 5735 7912 1102 7944 10102 4965 9180 7006 2721 5490 13447 13900 10674 13425 12375 4247 6889 4475 11718 8461 2404 5075 2241 1734 7376 12261
62	 7004 2417 10305 10210 2976 8295 13279 460 2059 2059 4157 8295 11871 12827 2241 12013 8418 6174 3528 1301 13901 986 1306 6174 8295 2411 4164 2059 4164 2474 2059 4965 7828 5274 6174 7079 5248 6889 321 8893 4162 4107 5573 12426 4841 4113 11485 11864 4641 2411 7668 6174 8302 8295 4164 9082 438 3976 12429 11511 6174 7202 8295 4107 496 8295 10812 4107 6297 11871 4006 9816 11901 2968 6174 2344 4965 11386 6511 2539 9725 4993 2119 11386 6777
