11	 13871 12629 9732 10013 1813 11557 8302 8893 1516 1977 10174 1431 2141 9734 13702 12055 8421 12563 9180 13702 11430 4959 8421 9541 2442 7034 4959 13700 11492 12889 11511 3455 12426 8331 9314 3330 12562 11668 11668 2202 10262 9732 13036 13544 11430 3278 8331 4959 2539 10857 3182 8914 10174 9398 4966 2774 9673 4824 8302 5168 8302 3092 9181 10517 8914 5712 5066 5926 12562 5898 2140 1675 8912 2676 1431 6934 12930 11494 11434 11511 4404 8832 8302 2915 3735 8296 11871 12562 11442 5918 8421 8046 7725
12	 11430 3699 2683 6126 2417 1734 1589 7241 2683 10622 163 12757 10530 2683 9543 10260 12704 11976 2683 8984 9094 3227 10622 8912 6987 6276 6967 12398 8306 9725 522 3384 12566 1798 12034 2683 11976 13702 3690 2417 6368 9794 6174 2413 11976 12397 6174 4571 10623 9541 5991 12922 10622 12930 154 13811 11321 10926 7906 163 11976 11732 9533 6174 11464 12922 3871 12002 4636 7663 168 2676 30 4286 11225 8335 1093 7663 12493 9043 7923 8532 9644 7906 11493 168 163 3546 1797 4877 4181 13022 10926 9390 3929 3690 12922 13279 11157 1676 6275 1620 8963 4569 3204 814 13713 11494 3507 4526 2417 11430 10654 12398 11976 1797 8322 3448 4432 8912
13	 158 2915 8532 11162 11494 13744 8302 11276 6891 8728 7360 979 8292 6376 11176 641 8295 12940 11044 2244 8532 209 2259 5516 11557 9755 13602 13141 7906 8991 13282 2259 200 6293 4865 4636 641 7336 13795 3225 9180 13141 8991 158 5902 13740 11557 2257 2178 2814 12147 160 7033 7543 13569 10528 6174 2501 12294 8991 8991 158 10933 11782 11044 7094 12076 5748 11404 13282 11276 2137 3027 2289 10110 8991 6338 2557 12943 2197 7906 13740 11043 6891 11808 9751 11176 3314 9751 10326 2291 11258 158 11279 2517 158 11782 3592 644 10427 2628
14	 12147 8771 5059 7906 13084 10654 4965 4792 11386 8295 5707 11557 10974 5170 3113 2244 3112 5023 376 9455 11669 9870 2567 13241 4965 9455 11897 12624 1794 10326 12757 376 11299 9541 5319 5404 1586 7905 4006 9734 11099 673 13373 13740
15	 1889 4162 9755 9777 4965 3958 10517 11781 8295 12064 870 2412 2395 11771 11770 5223 9755 1592 385 11781 9418 12556 9180 9610 12562 9734 9750 11776 293 1970 10530 10235 4641 10235 11387 12757 13817 9418 11627 6935 12757 11770 4261 2293 11709 11387 11209 10988 652 12920 13615 8501 10800 11387 4835 93 11771 12820
16	 3140 2014 512 12704 1007 2637 1009 5993 4869 13623 1934 12704 12918 10654 3958 11697 12087 5991 4003 8280 6103 2356 3531 163 9750 9437 9383 10962 6148 6136 2997 2637 1007 7283 9315 6314 5937 3851 2168 5937 9481 1706 2248 2014 12565 10525 7841 9193 5914 11511 6352 7620 11065 12089 6428 3851 11897 10636 13644 9300 4641 10680 3860 11976 3798 11975 5522 1007 163
17	 1088 11386 9382 7912 508 10566 6373 13283 9504 4415 8387 11707 11036 11493 1151 508 10134 8532 1648 11080 11493 11387 10128 2343 5456 10654 2343 1675 2573 8728 10566 2347 1151 4869 4528 8332 8560 4405 13456 7101 4837
18	 12003 8223 9640 6317 7277 8017 8497 3503 11299 5620 2170 8586 2059 2943 1980 2663 13282 4162 2968 2063 11593 5620 11276 12528 2662 9735 633 8464 11377 10622 2649 4162 13267 4162 9896 2254 8879 2065 1675 7668 653 9757 4555 4307 1820 1570 6889 493 7102 10204 5620 7906 12614 13476 2413 11247 1980 12231 7591 2065 13744 5082 5346 8471 9358 3173 1969 7543 5620 2063 6015 7543 7557 9180 5734 8844
19	 206 1627 12218 7673 7673 110 68 7591 5620 7673 817 6711 2086 13287 11386 10128 6511 1306 11797 8754 2135 6684 1627 11762 6684 10528 11434 8302 8532 8756 5760 2848 11176 2638 13297 11124 6889 7360 7277 11430 6511 1627 1301 9632 9874 817 7069 4391 817 641 10528 13869 4325 10675
20	 9799 4695 10420 7906 7906 160 8997 11280 1033 9725 1096 1489 10933 12958 4636 7631 1733 11782 6079 12757 11897 3791 4320 10687 12601 8302 4695 2779 2913 7906 9005 3140 12464 9830 9352 9725 13276 1734 13656 4113 12426 8295 12757 2201 1733 12960 5834 6079 4824 7557
21	 10052 2915 7273 5411 8249 4122 2491 10351 2487 9885 2704 11561 12757 8991 9934 10622 6130 4698 8295 3956 3250 3638 1431 4636 13544 6174 8893 11420 3893 1935 8304 11455 7609 10793 2460 3149 11871 6297 8302 4098 7202 4636 1936 11258 3874 9751 6110 10052 1934 8893 3874 8421 9712 13029 5408 10128 1934 13623 8331 1431 3934 10087 920 6889 8748 849 978 9934 5778 11472 4382 5620 6174 11867
22	 3314 3085 7721 49 2289 12001 4445 11276 2201 9543 13302 7673 11906 6617 4316 13504 1627 9437 2326 8894 1592 9541 13144 6434 6042 11245 5521 2253 11897 9304 12926 4668 1403 6174 11355 11236 1397 10077 9817 9728 7812 12426 6434
23	 6889 8295 8295 11128 10041 5734 4041 12922 5112 12298 3131 5066 13941 11613 8894 12922 12922 5903 9094 10445 8296 974 6174 200 13831 8793 13279 5598 10357 12757
24	 13279 13425 7006 9644 13757 3228 8963 8771 7006 2475 9695 3172 11901 4148 9734 1359 11795 12878 5991 242 12277 6013 7006 652 5620 7277 8296 10653 10154 11901 7338 11894 5243 4006 8296 11933 7193 12464 271 2676 13279 13023 1359 7273 6107 13279 10933 12484 12385 10654 3791 5620 9364 13282 4006 2528 194 4686 4041 2474 13617 11124 13125 11668 2462 4671 13279 13900 9729 12855 11864 12906 2289 1739 4671 1739 11901 376 6966 13023
25	 5385 10687 4253 4855 9732 4717 5208 13184 12001 5319 9193 6934 9732 3772 5521 12003 2254 8302 10284 9181 8295 8751 12960 9862 3028 13476 8331 11668 4668 2137 11387 7326 9862 11026 8784 9639 13787 6276 11842 2293 6966 12217 3157 8296 11668 10554 1926 10992 12002 8331
26	 5247 2550 5247 3795 7252 1539 11427 6216 7615 12433 7252 13700 13707 3782 4641 11612 4569 7348 2915 12270 1521 6130 8337 4641 7034 11427 10426 7267 13426 12076 5295 8674 163 1970 487 8322 10262 9640 4569 9759 5305 2915 8144 4556 4824 7673 13426 991 1797 13123 2683 4914 8973 12426 524 5620 1796 1734
27	 9376 2622 151 8295 8809 7157 489 852 4767 7768 7241 7610 5965 10989 3177 150 9738 12087 3720 5179 10535 10174 7906 2413 1805 6934 9967 1005 5385 11386 7911 13282 7911 6966 3649 10344 10044 4373 6026 13692 10566 1515 1431 3851 489 7253 12464 12028 12429 7197 12429 7281 4869 619 12922 1805 1431 2685 6113 7448 9005 151 11492 8332 10845 13357 12757 804 12498 10108 113 4415 11546 12697 11276 12076 13357 4077 4353 12757 4077
28	 3239 253 5223 4805 13141 11847 9746 8574 563 4277 3182 4802 8724 1151 9432 4261 671 2349 7906 12296 10852 10546 8576 5734 4943 8560 1141 10159 7356 1970 1276 13267 12493 6295 9750 13398 2039 4359 9756 1520 3647 7960 3798 5066 4629 273 11494 9908 2292 12429 5909 1823 4641 1806 11050 8730 10174
29	 8766 12848 3798 11258 9533 2954 2331 6430 8959 1796 1093 38 6130 13037 4698 11251 8784 2668 11612 7252 2599 12848 10420 4569 4697 2289 2417 4698 1019 8826 487 8029 9114 8784 11806 5833 7977 5245 11258 9746 10457 12848 4699 4698 150 2539 2597 12757 6889 4569 5833 8346 2101 4122 2574 7977 7119 13230 12398 8991 8532 2109
30	 7906 2253 13623 8964 2417 11864 10645 12528 8331 4738 12601 12735 11489 3237 13474 8574 2288 3513 8827 705 7552 12657 4328 7218 1586 194 9816 327 8331 8296 12298 3356 16 5620 2361 3356 13446 2573 11864 3237 869
31	 5287 6028 5903 11557 7006 631 8295 8032 13744 4696 2235 2868 1793 8543 4641 1092 2411 3737 2153 8042 7136 4961 735 12757 8532 9094 4641 1740 10102 4974 4021 9361 166 8578 9640 12757 11493 8331 2915 2869 4758 12034 10568 8302 9399 198
32	 10174 163 6205 12757 8784 11459 12971 2451 6174 1277 1431 8302 8061 4472 7925 11689 6687 4324 9644 2417 9097 11442 8285 913 5964 7193 13279 13143 6319 2671 7906 12706 10654 8674 9193 12484 9480 9644 5991 814 11944 9193 9185 11730 7912 8862
33	 8976 10654 1848 12948 4475 6387 10881 11355 4317 1969 870 13744 7925 11430 623 10614 6245 11036 11430 6934 8784 460 3454 1690 8727 1283 11612 8784 8784 2475 1593 2453 5548 11668 5922 8050 11668 8615 201 4641 11036 2474 12529 4107 7588 13279 8296 9735 4802 12947 6013 5548 5923 10220 10793 11036 2359 8295 10643 8784 10050 11276
34	 10566 5754 1163 12426 7824 7389 13282 8497 2298 13545 9874 3028 9725 8295 11387 13279 6103 5245 9094 3163 8535 4909 13373 13295 10650 6889 11387 8618 13282 13807 4107 208 9831 8302 11276 379 11472 9725 9746 7867 1816 4006 948
35	 7241 163 6129 12761 9672 1276 10307 12064 7925 2493 8674 1151 555 9097 10105 6103 7034 12399 8632 7277 8893 8976 4658 4698 11760 2467 6966 9678 2241 13967 7241 3528 6889 1734 1734 1936 11097 3195 7033 2816 9097 13342 3047 12800 7906 6934 2683 9097 6216 6086 12397 12757 4965 8535 853 12067 5981 4526 6431 8532 2683 11464 11486 6174 2695 6232 7906 160 7328 8335 8617 7266 2915 4698 6934 6130 7905 10736 8295 1733 12397 201 12576 5552 1007 10928 1733 160 9830 7609 7267 2184 5242 1734 2044 10989 1733 9094 4569 8295 5521 1734 3237 4698 6934 6174 13509 11490 4286 12218 1733 9097 8295 3164 12397 1739 1573 163 4698 10108 8532 3235 9861 1734 6136 5007 160 6175 2039 9050 3140 5082 8632 11760 7906 8541 1733 11760 9718 1140 11493 11738 10654 1539 409 12089 9432 4698 7295 8632 735 7267 9668 1733 2841 8674 10209 9039 1733 7619 3448 9315 11944 11976 12087 1152 1733 11738 3384 6499 12782 2289 10774 12397 433 12396 11511 2818 9533 9755 2683 10566 3057 13123 11511 3965 8728 2818 1769 5583 5301 10174 9533 4717 3702 3148 9725 2550 160 3324 1796 8632 2448 11864 6322 4341 8633 7256 1734
36	 6374 3962 256 9180 8416 6287 7570 4629 685 4122 814 645 8304 11511 13474 8893 9746 3725 4630 10289 12541 4965 11455 2419 3033 2049 12657 13783 2413 4041 1797 5993 6777 3531 8094 2294 7707 8295 8295 3528 3164 7111 4629 6175 11557 12741 4965 8827 7713 7906 8532 8296 5990 10530 13870 8218 1431 1675 2273 5003 9432 3976 13474 8893 7102 5522 5992 2178 1797 691 4162 4164 13474 4528 10105 9828 11501 7240 9771 8532 6434 2269 8295 5986 10530 11472 2417 12947 6609 7218 4162 8218
37	 5396 11760 3000 1398 11314 12315 7570 2241 11612 7193 9180 9732 11240 12315 13426 1085 10611 6966 9094 4210 10235 13939 4641 7109 2037 7218 6889 653 6889 5115 5931 6103 9550 12922 13836 10099 4162 8532 11668 7619 9825 11612 13230 9825 7912 7079 7833 158 9550
38	 8893 13282 5512 6966 13279 3302 12389 10697 10372 6103 6966 4162 13279 3172 4092 6136 4993 163 2078 10528 11897 6098 9570 13282 13578 10926 13279 387 11751 13578 5307 4636 6966 13578 5512 13282 5846 1675 2019 9738 11847 5512 11933 13578 8710 9732 9067 655 7252 705 10845 163 13578 10255 13279 9874 11933 5408 11762 5512 8303 6966 8784 2330 12848 5548 11625 13578 6216 10257 5898 12601 13578 11612
39	 2101 4641 11064 10404 4353 9312 6174 12920 8306 2631 1763 8295 2153 8016 5091 735 5638 6129 7906 4758 3238 1431 3872 8884 11222 12974 9755 5990 10209 1734 11222 1935 4234 9085 12960 11832 12253 10131 735 6296 3204 9094 10131 160 9683 4077 10712 7252 13036 1541 4614 12426 8610 1763 9686 5697 9094 2155 1733 1734 10343 1733 571 13036 732 8829 2550 12345 2355 7438 4373 7906 8030 2550 5697 9311 13482 6013 7181 8302
40	 8893 5898 3214 10553 7252 804 5408 10255 2720 8893 4997 1983 11803 3091 5609 1813 1151 10566 7519 13740 4413 12850 9386 9372 11557 13740 4636 9042 10261 3239 6319 8893 3249 12601 2649 11383 8445 5913 3218 11612 8893 12426 11897 7252 2663 3155 9082 3093 3860 5849 10618 2295 12704 9094 5846 6174 7964 7673 4399 2663 10600 12003 8335 6174 10204 8893 9893 6174 2238 817 2788 11326 2663 8748 2148 8748 9097 2445 12429
41	 4717 1014 6349 3019 13744 12283 12922 8416 2968 2573 3092 13990 6934 6276 11821 8252 3689 5089 673 8383 9437 6889 12920 8418 1937 1981 11464 8416 1969 4717 10366 1676 8894 11632 13641 1981 4636 12820 1980 4493 9167 3119 2758 11547 10823 8498 8302 10366 9825 2573 12921 3649 5682 10654 9825 2913 3091 2848 6934 10642 12572 4276 6175 11387 4824 11494 10366 4717 1969 2146 356 10525 10530 4064 6934 9743 8418 2297 1980 10525 8077 11279 1014 11464 2733 12872 3091 2241 10551 10128 2848 2194 5898 1969
42	 4179 10186 7543 2445 3807 4268 2362 10718 8335 5620 11097 7543 4006 5527 3226 3186 5620 93 12464 8295 6174 4092 40 1675 4302 5760 13623 8233 7543 2072 11897
43	 12876 11976 10308 684 12757 12493 10533 2631 10364 11940 2312 654 9792 4798 11385 9343 684 1152 6241 8335 13692 3379 4636 13363 2915 7123 2289 8335 5083 4317 5223 12148 163 8335 9640 3237 554 12147 761 6430 12170 6103 8335 3207 245 4706 3795 8030 4636 11612 4463 1279 11048 6427 6914 12853 109 4838 5917 13461 5178 6777 11124 12366 11124
44	 3531 1255 6113 1005 952 10205 7673 2660 2460 9760 1317 1397 826 9094 4850 2460 13804 13744 3433 4373 1891 10432 49 4626 5373 12777 6934 8134 5972 4629 12406 8295 10105 3057 4641 13476 3503 9746 10926 11897 12587 10174 8532 10156 11248 2870 10153 9308 1675 8335 9432 6174 1891 823 2011 6892 2025 11626 5077 159 12757 1301 11247 10760 13282 3551 4445 7101 10650 814 849 10992 7927 7673 12196 7912 13295 9308 12426 7906 849 12298 3389 10108 894 7906 7090 8178 6966 12601 9097 9094 8784 10926 5161 6959 11901 10465 11175 6486 6013 6684 12601 8421 5161 12002 9097
45	 3172 10595 6037 8020 5902 7489 8295 5905 12757 2965 9842 1446 7477 1465 2460 3205 11668 8416 6216 8296 8256 6295 9748 4686 13297 10108 5846 7622 5923 8050 6297 641 6216 9180 12426 992 2295 6886 11647 7102 5832 1936 4629 2943 2840 4092 12429 4211 7446 11879 8295 4191 11153 2869 4006 13482 110 9732 2915 2293 8586 4269 6589 15 5922 12534 224 9437 9732 13579 10121
46	 11020 11068 8295 7673 9259 13744 5043 4578 13497 7029 1627 7925 1627 8295 11897 10419 8295 3646 4222 6013 10525 6291 10102 6966 12757 5613 3028 11181 9258 49 6290 508 3791 10174 9728 9842 5295 4629 5066 7984 1627 1627 13351 8997 7273 10205 8295 13461 8295 7193 2400 9700 12076 8497 11180 2453 6966 9750 376 67 4719 6291 376 9301 517 6291 12139 12601 12757 8295 706 1627 7623 5457 7912 11386 9724 11016 10403 11895 3330 13617 12003 4965 1103 11137 189 13351 7588 8295
47	 11718 13871 6136 10041 3356 211 9712 13143 4093 4107 10746 13700 7193 12761 5512 8532 11672 10530 12757 9750 4472 16 11276 10204 8335 9873 12462 13815 1014 8302 4107 6934 4571 10235 8285 1889 13514 4895 12426 10494 8296 10747 8995 8285 7384 6313 11718 1151 5521 11760 5066 1526 3721 13787 9572 8302 8285 2663 4641 6934 6934 611 652 11464 9097 6934 12922 1027 12576 1367 6136 13744 5223 4253 12381 2833 4959 101 6079 12057 8578 12634 9756 5066 1397 3649 7721 2943 11896 3104 5512 6431 8997 1027 5934 1889 7812 11933 4965 9419 12832 8720 822 4844 8541 13127 4885 8296 8445 194 1027 13357 9417 1255 1800 2294 5301 1889
48	 2915 4698 10622 2331 9793 4614 5521 12426 9683 4871 13518 5440 7642 13518 4993 978 7759 9312 11016 12576 2524 4993 524 13443 9750 3528 5522 6037 9750 9735 4965 10197 522 6638 10931 3241 2915 12677 693 2915 8335 4641 56 13518 7360 1742
49	 7917 902 4670 253 2477 7680 8397 9644 3791 189 3961 3850 10430 962 1973 4899 3140 7557 11947 11897 10336 10936 8636 11832 900 12024 1152 9750 10654 4584 13006 6232 4694 9757 7680 3703 10650 11276 13456 6409 6874 1331 12757 2525 2020 2371 11832 9519 9543 2254 4629 4261 3782 11975
50	 7654 7721 14002 4971 11276 6140 10984 3248 2478 483 8763 10568 1765 7725 11285 8732 4092 11209 2460 2201 2440 13414 4993 8302 11383 7725 3030 9961 3113 2140 8763 10198 10225 3113 4108 3721 8296 10551 4092 12782 9437 760 2289 8574 3373 7620 8763 2349 7906 5223 7721 6136 7906 8674 10551 2149 3721 12757 9437 4641 12215 12658 4965 8302 11447 11265 6295 2036 3373 3850 8792 622 7721 1765 12250 13544 4320 6376 10554 5066 764 4092 4092 3858 3356 3272 3531 7906 10566 10327 12433 7955 9226 10551 9732 2197 2695 12960 10518 3138 11124 4255 10321 13233 8754 9432 1224 3157 5896 12315 3272 2149 11669 4092 12433 3871 13627 1936 1889
51	 9746 1739 632 6174 7708 11897 12853 921 6936 12034 9698 4010 12947 1277 9640 12660 1739 163 10926 10128 3503 10428 6043 3356 3111 5898 162 11897 3361 11944 8532 12231 10366 7079 1739 8821 9873 11668 7620 6174 10926 2433 7447 5901 8821 6174 4539 6093 5898 5161 2413 2417 1274 7277 9831 8191 8976 13788 7721 508 6103 12757 7906 8421 612 13426 12398 6380 2618 4641 12848 11472 6042 10926 10108 11901 13901 11871 13901 7218 2500 11183 7193 10650 4824 5111 10053 11183 11430 9746 11718 9519 2592 10442 4041 11386 508 1377 11276 7445 12516 1276 4041 6174 3139 3584 2349 3230 5456 691 6174 10694 2483 11370 2253
52	 2145 9365 2500 13819 8748 12004 11846 12003 8285 7543 13474 7673 8728 277 5953 732 11855 3690 8285 3247 8285 3356 12951 5911 9434 4636 8335 11276 2066 7906 10308 13295 7009 8471 8728 733 3590 7673 5931 5620 13476 13474 8792 12074 7236 7546 277 4052 817 1231 7673 1627 3383 9304 6828 5346 8532 7673 2198 62 11718
53	 5587 7087 3057 6373 10082 6174 7673 6889 2707 7673 8893 7336 9059 12920 13352 2502 566 2553 8335 4965 5512 3057 10216 7408 8739 7721 6907 11897 11247 2553 4285 4191 4641 11251 3455 3528 3000 8285 2417 1572 151 11901 9059 1688 9597 9801 971 13871 10931 5521 11653 117 8893 7006 10216 8893 9643 8302 2361 11480 2146 6907 2078 13279 11430 12429 13740 11137 9550 3791 7912 6174 11472 12426 13282 4824 7006 13871 11467 13279 5575 3455 8291 8893 13282 154 11472 971 2141 8302 4420 6175 6959 9760 8285 12426 13282 8287 8285 12426 6966 8894 4417 6514 7408
54	 8728 493 8302 1626 11472 9775 9750 11065 10198 409 7111 2915 13141 7138 13503 8893 2915 4044 8532 9550 7543 11782 6983 6950 9071 13476 6912 9179 1301 6221 6245 13474 3182 2294 6174 7713 11260 2295 11065 2413 1868 3720 13869 1821 9550 3340 9752 5230 12373 644 230 9179 11557 1817 253 9751 12757 3610 10131 8726 12003 4671 2413 11490 2417 12256 13143 6174 5903 2044 2567 13643
55	 12385 3057 12385 8295 12385 7449 8535 1447 4993 8302 6451 9420 12741 3057 8331 8862 473 2522 1102 2013 6287 4636 10765 3057 3723 7543 11316 12087 9193 12039 12228 4569 6403 2343 3356 9082 335 4636 7668 1102 2012 11588 13025 7252 11316 10688 3860 5456 11387 195 8296 3860 4569 3723 12757 3057 12757 5992 4636 11842 3057 2198 11092 7069 6136 8862 10102 5170 13195 1100 5993 8335 4780 6290 4671 280 11437 3860 1821 3057 10156 9303 8241
56	 8335 2522 9179 10517 4505 13476 1117 6175 1366 13617 13617 8302 11927 4107 4391 9777 7543 4391 436 8893 8532 9372 1014 9867 4641 12406 12406 11430 4824 8302 2140 2373 8295 6935 13459 2474 12757 10845 6757 8532 11761 4824 5836 2999 8331 5512 630 673 2474 10650 10430 10650 2349 12665 8295 673 8302 5075 13474 8291 11276 8296 5931 7543 8445 11751 12920 10496 3113 5832 13939 13352 13617 8296 7058 10077 6192 5512
57	 13585 9520 5295 7498 6174 6966 2406 1793 9959 12757 3204 6171 6313 3379 11248 12283 5380 12927 9171 155 7193 10158 6617 6617 6313 8131 6962 13585 8191 12429 10715 11944 4302 8447 5074 12497 3379 6747 2840 7912 10028 158 11718 4971 11222 719 10197 10108 11842 12144 9480 9097 2050 10220 10077 6966 4961 3389 11782 11125 12524 3384 9784 1593 13282 9477 12234 6966 2051 9407 4269 6617 6966 13282 3004 10077 4344 11944 2941 4409 7721 12518 13591 9481 2371 2223 3455 5287 4824 6967 3808 6297 13282 6297 4641 2454 13744 4909 12497 4877 8131 8131 5066 9432 10529 2066 7585 10533 11114 13279 127 719 11718 2550 6392 2050 5505 11276 7906
58	 4193 7193 9996 460 913 13456 9437 12072 327 3028 8296 11011 2349 11858 3253 11858 206 4824 12927 4629 12657 8976 1001 2329 342 8296 5694 4965 8302 7543 820 4965 12614 4019 11858 13072 8826 200 11511 10462 7557 8295 10654 11668 4107 7543 2768 7387 4824 8302 8295 7346 11761 5695 846 9830 9097 13742 4191 7721 4671 12657 11858 8302 12171 1941 4909
59	 3874 8727 10858 1584 12454 9750 4656 2840 8991 3661 817 7102 2417 13788 11260 6216 7520 8933 630 49 12397 12398 817 1096 2094 8302 3182 10595 5308 3862 1255 4533 12001 13143 9750 12396 9458 11944 3874 12956 9308 13623 7241 6103 6130 7620 2044 8434 8933 12398 7758 8331 10597 8976 1797 2413 7520 7543 2413 8012 7765 2840 12761 4993 5521 12534 6889 8893 8716 10364
60	 10420 8009 10108 7673 1301 158 194 8228 12002 9308 9963 3593 13351 8101 7366 5311 10552 158 5305 11552 1306 2044 2135 8302 5295 6376 12558 11605 8087 4641 11222 12271 2679 10551 6317 10963 10645 1301 4667 1696 9732 11897 2298 4641 12757 8111 12396 10936 10654 12704 735 1935 9312 8421 12398 11386 4552 12372 8331 10823 9735 1510 7906 8302 8295 4971 13742 2361 12254 8241 6892 12601 11276 253 8302 10204 3342 2361 158 13740 8658 12398 8421 501 13501 12529 11473 13871 4965 7226 408 4987 13351 1935 11897 1301 3720 6288
61	 10102 11386 7193 6297 11430 5490 200 10756 11472 3383 7193 7087 8844 40 2413 11797 7193 11797 10111 8784 6424 8102 11276 4415 7384 9097 9307 742 4869 7193 8296 10174 10533 8296 12426 5921 8296 8912 10926 13426 4717 2460 2868 13425 8296 2721 4509 12757
62	 4961 7202 7202 7925 4717 4113 7102 1306 2344 12384 2474 9555 8418 10128 11864 1301 9816 1934 3195 8771 4191 2059 11871 5171 16 8893 1431 12294 8331 7199 4162 9094 13499 163 10077 11494 8218 634 1142 2080 5272 10210 10342 12426 3356 11068 9816 4965 9432 7079 1502 8295 2413 6288 4641 7906 8497 12132 5170 2598 11901 7083 8418 2059 4164 2598 3225 7241 11248 13476 7006 3237 9644 5295 13595 10121 10622 51 5295 6295 2475 1585 2344 13876 2980
63	 821 9437 3974 4107 1889 7107 8023 3531 12757 7228 460 5522 4668 5810 413 8295 12426 8560 12015 12981 1573 3459 13209 11885 4965 1155 644 3806 10326 12534 7823 5223 8295 13282 1155 4108 9759 8295 8784 13282 11586 2411 3955 1675 8532 6030 7384 3319 10551 11430 3051 12262 12426 7102 8893 11586 8976 11104 11677 4249 9097 11944 7011 11947 5080 7427 3319 496 9097 9557 13282 631 4405 8347 4717 1675 3330 641 12087 1270 2236 8623 8730 1300
